Position_m,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s
2.9633333333333334,2e+17,2e+17,2e+17,2.0000000000067155e+17,2.000000001747211e+17,2.000000052964367e+17,2.000000529749206e+17,2.0000027759041466e+17,2.0000096569625107e+17,2.0000254988035555e+17,2.0000554347713994e+17,2.0001045545103446e+17,2.000177200352052e+17,2.000276555411289e+17,2.0004045120981117e+17,2.0005617419180714e+17,2.0007478793717194e+17,2.0009617509840496e+17,2.0012016042717517e+17,2.001465311701501e+17,2.001750538994607e+17,2.002054876000297e+17,2.0023759331779024e+17,2.002711408871341e+17,2.0030591330987715e+17,2.003417093255464e+17,2.0037834464074243e+17,2.0041565220123795e+17,2.0045348180912534e+17,2.004916993156467e+17,2.0053018556068694e+17,2.0056883518220368e+17,2.0060755538184285e+17,2.006462647049681e+17,2.006848918725879e+17,2.0072337468763514e+17,2.0076165902741018e+17
2.966666666666667,2e+17,2e+17,2e+17,2.0000000000059344e+17,2.000000001589918e+17,2.000000049073495e+17,2.0000004968713053e+17,2.0000026267408227e+17,2.0000091993923478e+17,2.0000244182714093e+17,2.0000533101034605e+17,2.0001008966947725e+17,2.0001714986362906e+17,2.000268318925392e+17,2.000393301193705e+17,2.0005471880188438e+17,2.0007296946841984e+17,2.000939730396183e+17,2.001175621831942e+17,2.0014353137198045e+17,2.0017165353351318e+17,2.002016930684084e+17,2.002334155044395e+17,2.002665942764075e+17,2.0030101518375747e+17,2.0033647905174947e+17,2.0037280305470973e+17,2.004098210792329e+17,2.0044738342625824e+17,2.004853560808892e+17,2.005236197202463e+17,2.00562068582615e+17,2.0060060928453978e+17,2.006391596447228e+17,2.0067764755295296e+17,2.007160099072932e+17,2.0075419163209514e+17
2.97,2e+17,2e+17,2e+17,2.0000000000052426e+17,2.0000000014464355e+17,2.0000000454595856e+17,2.0000004659577315e+17,2.0000024852430605e+17,2.0000087624205613e+17,2.00002338095478e+17,2.0000512617869475e+17,2.000097358081465e+17,2.000165966732442e+17,2.0002603081138726e+17,2.0003823745179158e+17,2.000532977296746e+17,2.0007119106409706e+17,2.000918165027808e+17,2.0011501453223715e+17,2.0014058679182752e+17,2.0016831253506714e+17,2.001979615718059e+17,2.0022930392176298e+17,2.002621166415202e+17,2.0029618835660938e+17,2.0033132201039885e+17,2.003673362789188e+17,2.0040406602354064e+17,2.0044136207688912e+17,2.004790905889621e+17,2.0051713210294867e+17,2.005553804839119e+17,2.0059374178732323e+17,2.0063213312688944e+17,2.0067048158060317e+17,2.0070872315899334e+17,2.007468018488835e+17
2.9733333333333336,2e+17,2e+17,2e+17,2.0000000000046298e+17,2.000000001315583e+17,2.0000000421035994e+17,2.0000004368960608e+17,2.0000023510366688e+17,2.0000083451741066e+17,2.000022385241394e+17,2.0000492872874173e+17,2.000093935119461e+17,2.00016060006933e+17,2.0002525174565002e+17,2.000371725724904e+17,2.000519102733938e+17,2.0006945197177226e+17,2.0008970470121725e+17,2.0011251666874784e+17,2.0013769661904976e+17,2.0016503010036822e+17,2.0019429232343728e+17,2.0022525780819296e+17,2.002577072526646e+17,2.0029143213539296e+17,2.0032623754887952e+17,2.0036194370367277e+17,2.003983864688892e+17,2.00435417240855e+17,2.0047290236481984e+17,2.0051072227832886e+17,2.0054877049923987e+17,2.0058695254564394e+17,2.0062518484766518e+17,2.0066339369073952e+17,2.0070151421507133e+17,2.007394894852978e+17
2.976666666666667,2e+17,2e+17,2e+17,2.000000000004087e+17,2.0000000011962787e+17,2.0000000389877568e+17,2.0000004095799936e+17,2.0000022237646464e+17,2.0000079468143283e+17,2.0000214295741165e+17,2.0000473841463958e+17,2.0000906243517677e+17,2.0001553941831744e+17,2.0002449415486906e+17,2.000361348587783e+17,2.0005055574305955e+17,2.000677514503879e+17,2.000876368589558e+17,2.0011006779704272e+17,2.0013486005195584e+17,2.0016180543365184e+17,2.0019068454354896e+17,2.0022127640826474e+17,2.002533653852567e+17,2.002867458314722e+17,2.0032122501822653e+17,2.003566247222386e+17,2.0039278185235085e+17,2.0042954839978122e+17,2.0046679093470922e+17,2.0050438981677354e+17,2.005422382422062e+17,2.005802412150705e+17,2.006183145030627e+17,2.0065638361811302e+17,2.0069438284718058e+17,2.0073225434797542e+17
2.98,2e+17,2e+17,2e+17,2.000000000003607e+17,2.0000000010875302e+17,2.0000000360954563e+17,2.0000003839090387e+17,2.000002103086446e+17,2.0000075665357277e+17,2.000020512449274e+17,2.000045549979411e+17,2.0000874224132874e+17,2.0001503447155843e+17,2.0002375750996992e+17,2.000351236997089e+17,2.0004923346037024e+17,2.000660887701726e+17,2.0008561221067254e+17,2.0010766713128528e+17,2.0013207629780534e+17,2.0015863774716634e+17,2.001871374594605e+17,2.0021735897267354e+17,2.002490903200045e+17,2.0028212876069258e+17,2.0031628377320906e+17,2.0035137873093523e+17,2.0038725161343235e+17,2.0042375503717254e+17,2.0046075582626013e+17,2.0049813428961024e+17,2.0053578332696714e+17,2.005736074513736e+17,2.0061152178899075e+17,2.0064945109710182e+17,2.0068732882636547e+17,2.00725096242738e+17
2.9833333333333334,2e+17,2e+17,2e+17,2.0000000000031824e+17,2.000000000988428e+17,2.0000000334112013e+17,2.000000359788215e+17,2.000001988677273e+17,2.0000072035647664e+17,2.00001963241502e+17,2.000043782474061e+17,2.0000843260287773e+17,2.0001454474115715e+17,2.000230412930819e+17,2.0003413849592522e+17,2.0004794275858358e+17,2.0006446321255283e+17,2.00083630001635e+17,2.001053138954587e+17,2.001293445728073e+17,2.0015552626119405e+17,2.0018365030560445e+17,2.002135047583294e+17,2.0024488134297517e+17,2.0027758024345696e+17,2.0031141317241267e+17,2.0034620512922022e+17,2.003817951941643e+17,2.0041803663850333e+17,2.004547965685751e+17,2.004919552691959e+17,2.005294053683138e+17,2.0056705091060928e+17,2.0060480640133456e+17,2.0064259586178774e+17,2.0068035192313424e+17,2.0071801497466016e+17
2.986666666666667,2e+17,2e+17,2e+17,2.000000000002807e+17,2.0000000008981395e+17,2.000000030920528e+17,2.000000337127766e+17,2.000001880227406e+17,2.0000068571587107e+17,2.0000187880697443e+17,2.0000420793881312e+17,2.0000813320108435e+17,2.000140698117591e+17,2.0002234499735952e+17,2.0003317865950733e+17,2.0004668298239514e+17,2.0006287407006317e+17,2.0008168948764394e+17,2.0010300732333664e+17,2.001266641021172e+17,2.0015247020407062e+17,2.0018022232356426e+17,2.0020971302841066e+17,2.0024073774566006e+17,2.002730996048e+17,2.003066125783203e+17,2.003411033197752e+17,2.0037641203918883e+17,2.004123926913064e+17,2.0044891269231814e+17,2.0048585232900422e+17,2.0052310398175776e+17,2.0056057124920182e+17,2.0059816803603514e+17,2.006358176460325e+17,2.0067345190753123e+17,2.0071101034813834e+17
2.99,2e+17,2e+17,2e+17,2.000000000002475e+17,2.0000000008159008e+17,2.000000028609941e+17,2.0000003158428874e+17,2.000001777441548e+17,2.0000065266045126e+17,2.0000179780605178e+17,2.0000404385477398e+17,2.000078437257962e+17,2.000136092779601e+17,2.000216681268053e+17,2.000322436138201e+17,2.0004545348781613e+17,2.000613206462562e+17,2.0007978993497382e+17,2.001007466584529e+17,2.0012403411983206e+17,2.001494688122023e+17,2.0017685276211046e+17,2.0020598305241504e+17,2.0023665882503853e+17,2.002686861744611e+17,2.00301881357392e+17,2.003360727085899e+17,2.0037110159584672e+17,2.00406822685261e+17,2.0044310372980256e+17,2.0047982504371235e+17,2.0051687878361574e+17,2.0055416812402573e+17,2.0059160638916864e+17,2.0062911618355325e+17,2.0066662854920902e+17,2.0070408216695856e+17
2.9933333333333336,2e+17,2e+17,2e+17,2.0000000000021814e+17,2.000000000741013e+17,2.0000000264668515e+17,2.0000002958534698e+17,2.0000016800382006e+17,2.0000062112177248e+17,2.0000172010815853e+17,2.00003885784553e+17,2.000075638752539e+17,2.000131627441148e+17,2.0002101019609366e+17,2.0003133279336173e+17,2.0004425364205094e+17,2.000598022556108e+17,2.0007793062031213e+17,2.0009853115406886e+17,2.001214538689838e+17,2.0014652133008157e+17,2.00173540877235e+17,2.0020231410620966e+17,2.0023264388363978e+17,2.0026433928695546e+17,2.0029721888014288e+17,2.00331112705045e+17,2.003658633142627e+17,2.004013261122797e+17,2.0043736921507773e+17,2.0047387298928666e+17,2.0051072939109354e+17,2.0054784119248723e+17,2.0058512115702445e+17,2.0062249120799757e+17,2.0065988161749968e+17,2.0069723023436448e+17
2.996666666666667,2e+17,2e+17,2e+17,2.0000000000019222e+17,2.000000000672836e+17,2.000000024479517e+17,2.000000277083853e+17,2.0000015877490627e+17,2.0000059103414518e+17,2.0000164558728928e+17,2.000037335238897e+17,2.000072933558996e+17,2.000127298241474e+17,2.0002037073039632e+17,2.0003044564361245e+17,2.0004308282337475e+17,2.0005831822344032e+17,2.000761108306973e+17,2.0009636007313984e+17,2.001189226015308e+17,2.0014362701030106e+17,2.001702859321839e+17,2.0019870547207894e+17,2.0022869222960307e+17,2.002600582816441e+17,2.0029262452121994e+17,2.0032622272199363e+17,2.0036069664742998e+17,2.0039590246659418e+17,2.0043170868401504e+17,2.0046799574306774e+17,2.00504655422369e+17,2.0054159011260483e+17,2.0057871203618314e+17,2.0061594245301802e+17,2.0065321088148586e+17,2.0069045435312435e+17
3.0,2e+17,2e+17,2e+17,2.000000000001693e+17,2.0000000006107834e+17,2.0000000226369888e+17,2.0000002594625923e+17,2.0000015003184557e+17,2.000005623345337e+17,2.0000157412186554e+17,2.0000358687482538e+17,2.0000703188218934e+17,2.0001231014136464e+17,2.0001974926520925e+17,2.000295816208841e+17,2.000419404210105e+17,2.000568678857993e+17,2.000743298634555e+17,2.0009423268827987e+17,2.001164395783481e+17,2.001407851135655e+17,2.0016708719748803e+17,2.0019515643877098e+17,2.0022480317673658e+17,2.0025584250280195e+17,2.0028809765947722e+17,2.0032140217584157e+17,2.0035560105129366e+17,2.003905512448399e+17,2.004261216743928e+17,2.004621928838543e+17,2.0049865649667453e+17,2.0053541454308947e+17,2.0057237872359357e+17,2.0060946965234614e+17,2.0064661611007123e+17,2.0068375432559818e+17
3.0033333333333334,2e+17,2e+17,2e+17,2.000000000001491e+17,2.0000000005543194e+17,2.000000020929059e+17,2.0000002429222346e+17,2.0000014175027696e+17,2.0000053496245782e+17,2.0000150559459645e+17,2.000034456455333e+17,2.0000677917640816e+17,2.0001190332827158e+17,2.0001914534618093e+17,2.0002874019217005e+17,2.00040825835006e+17,2.0005545058939014e+17,2.000725870261361e+17,2.0009214828172483e+17,2.0011400406921558e+17,2.001379949087023e+17,2.001639439509923e+17,2.001916663015421e+17,2.002209760445744e+17,2.0025169129968467e+17,2.0028363767805002e+17,2.003166504866261e+17,2.003505759848325e+17,2.003852719461398e+17,2.004206077259801e+17,2.004564639919866e+17,2.0049273223437872e+17,2.0052931414342378e+17,2.0056612091664947e+17,2.0060307253986576e+17,2.006400970720505e+17,2.006771299538039e+17
3.006666666666667,2e+17,2e+17,2e+17,2.0000000000013123e+17,2.0000000005029536e+17,2.0000000193462138e+17,2.0000002273991104e+17,2.0000013390699312e+17,2.0000050885989802e+17,2.0000143989234288e+17,2.0000330965015277e+17,2.000065349684885e+17,2.0001150902638922e+17,2.0001855852894205e+17,2.0002792083499603e+17,2.0003973847611117e+17,2.000540656914687e+17,2.0007088163644656e+17,2.0009010614529466e+17,2.001116153528051e+17,2.0013525567267037e+17,2.0016085547788326e+17,2.0018823436220006e+17,2.0021721015843213e+17,2.002476040265939e+17,2.0027924396442714e+17,2.003119670780939e+17,2.0034562091014003e+17,2.003800640721869e+17,2.0041516638061994e+17,2.0045080864942845e+17,2.0048688225706698e+17,2.0052328857394067e+17,2.0055993831326528e+17,2.0059675084968586e+17,2.0063365353617878e+17,2.0067058103948336e+17
3.0100000000000002,2e+17,2e+17,2e+17,2.000000000001155e+17,2.0000000004562368e+17,2.000000017879588e+17,2.00000021283313e+17,2.0000012647988938e+17,2.0000048397120362e+17,2.000013769059857e+17,2.0000317870862662e+17,2.0000629899583187e+17,2.0001112688607478e+17,2.0001798837893706e+17,2.0002712303727146e+17,2.0003867776565466e+17,2.000527125597495e+17,2.000692130221858e+17,2.000881055803538e+17,2.0010927271666563e+17,2.001325666905672e+17,2.0015782107071488e+17,2.0018485992914538e+17,2.0021350484946086e+17,2.0024358004294112e+17,2.0027491591052224e+17,2.00307351377777e+17,2.003407352925043e+17,2.0037492712732586e+17,2.0040979718231114e+17,2.0044522643984902e+17,2.0048110618762166e+17,2.005173374959013e+17,2.0055383061195155e+17,2.0059050431621283e+17,2.0062728527124083e+17,2.0066410738416803e+17
3.0133333333333336,2e+17,2e+17,2e+17,2.000000000001016e+17,2.0000000004137594e+17,2.0000000165209206e+17,2.000000199167594e+17,2.000001194479149e+17,2.0000046024300397e+17,2.0000131653029728e+17,2.0000305264654253e+17,2.0000607100313338e+17,2.0001075656634454e+17,2.0001743447125696e+17,2.000263462971417e+17,2.0003764313542134e+17,2.0005139057231034e+17,2.0006758052117683e+17,2.0008614589777072e+17,2.0010697545720755e+17,2.0012992725563466e+17,2.0015484002943302e+17,2.0018154231741133e+17,2.002098594546997e+17,2.0023961871331008e+17,2.002706529127437e+17,2.0030280281706838e+17,2.0033591860048634e+17,2.003698606186333e+17,2.0040449967728954e+17,2.0043971694870314e+17,2.0047540365030134e+17,2.005114605715722e+17,2.0054779751188947e+17,2.0058433267422214e+17,2.0062099204611917e+17,2.0065770878924374e+17
3.016666666666667,2e+17,2e+17,2e+17,2.0000000000008934e+17,2.0000000003751456e+17,2.000000015262519e+17,2.0000001863490115e+17,2.0000011279102582e+17,2.000004376241227e+17,2.0000125866381654e+17,2.0000293129497766e+17,2.0000585074220982e+17,2.0001039773469872e+17,2.0001689639047392e+17,2.0002559012284096e+17,2.0003663402752915e+17,2.0005009911749635e+17,2.000659834811985e+17,2.0008422641787603e+17,2.0010472287968477e+17,2.0012733666926304e+17,2.001519116613981e+17,2.001782808487022e+17,2.0020627331712685e+17,2.0023571940751766e+17,2.0026645437206304e+17,2.002983208312956e+17,2.0033117030599773e+17,2.0036486405599757e+17,2.0039927341410787e+17,2.0043427976331104e+17,2.0046977427081907e+17,2.0050565746430176e+17,2.0054183871300486e+17,2.0057823565892957e+17,2.006147736298623e+17,2.006513850560155e+17
3.02,2e+17,2e+17,2e+17,2.0000000000007856e+17,2.000000000340053e+17,2.000000014097218e+17,2.0000001743269296e+17,2.000001064901399e+17,2.0000041606549482e+17,2.0000120320872768e+17,2.0000281449034694e+17,2.000056379718304e+17,2.000100500669491e+17,2.0001637373047725e+17,2.000248540325463e+17,2.0003564989430662e+17,2.00048837593824e+17,2.0006442125991632e+17,2.0008234647041955e+17,2.001025142981762e+17,2.0012479424099382e+17,2.001490352814063e+17,2.001750748514301e+17,2.0020274578570896e+17,2.0023188150067354e+17,2.0026231969408202e+17,2.002939048597936e+17,2.0032648988437686e+17,2.003599369521967e+17,2.0039411794371514e+17,2.0042891447293734e+17,2.004642176764202e+17,2.0049992783859606e+17,2.0053595391604154e+17,2.005722130060615e+17,2.0060862979175187e+17,2.006451359857715e+17
3.0233333333333334,2e+17,2e+17,2e+17,2.0000000000006906e+17,2.0000000003081686e+17,2.0000000130183462e+17,2.0000001630537674e+17,2.0000010052709376e+17,2.0000039552008653e+17,2.0000115007074198e+17,2.0000270207425482e+17,2.000054324575508e+17,2.0000971324704896e+17,2.0001586609431152e+17,2.0002413755423216e+17,2.0003469019817037e+17,2.000476054098843e+17,2.000628932248126e+17,2.000805053945262e+17,2.0010034903556547e+17,2.0012229928852096e+17,2.0014621021170947e+17,2.001719236607505e+17,2.0019927621544934e+17,2.0022810437323824e+17,2.0025824828909866e+17,2.0028955434597594e+17,2.0032187681446406e+17,2.00355078822976e+17,2.0038903281953466e+17,2.0042362066886877e+17,2.00458733495959e+17,2.004942713601938e+17,2.0053014282263405e+17,2.0056626445192502e+17,2.0060256030136982e+17,2.0063896137984662e+17
3.026666666666667,2e+17,2e+17,2e+17,2.0000000000006067e+17,2.0000000002792064e+17,2.000000012019695e+17,2.0000001524846614e+17,2.000000948846012e+17,2.000003759428179e+17,2.0000109915898314e+17,2.0000259389335008e+17,2.0000523397155018e+17,2.0000938696692538e+17,2.000153730940158e+17,2.0002344022552627e+17,2.0003375441150285e+17,2.0004640198424598e+17,2.0006139875311578e+17,2.00078702538651e+17,2.0009822642351965e+17,2.001198511376906e+17,2.0014343578203334e+17,2.001688266185958e+17,2.0019586396743466e+17,2.0022438741108013e+17,2.0025423957217178e+17,2.0028526873740515e+17,2.0031733057867565e+17,2.0035028918712435e+17,2.0038401759754128e+17,2.0041839794449136e+17,2.0045332135997498e+17,2.0048868769614064e+17,2.0052440513537962e+17,2.005603897334772e+17,2.0059656492866442e+17,2.006328610396859e+17
3.0300000000000002,2e+17,2e+17,2e+17,2.0000000000005328e+17,2.0000000002529043e+17,2.0000000110954848e+17,2.0000001425773203e+17,2.0000008954621373e+17,2.0000035729048806e+17,2.0000105038587574e+17,2.000024897991846e+17,2.0000504229247146e+17,2.000090709263141e+17,2.0001489435046506e+17,2.0002276159356618e+17,2.0003284201653056e+17,2.0004522674535837e+17,2.000599372317291e+17,2.0007693726053277e+17,2.0009614580246662e+17,2.0011744912249974e+17,2.0014071132959453e+17,2.0016578307370822e+17,2.0019250840888006e+17,2.0022073000553062e+17,2.0025029296318416e+17,2.002810474858618e+17,2.003128506630768e+17,2.0034556756654915e+17,2.003790718363376e+17,2.0041324589536662e+17,2.0044798090076774e+17,2.0048317651486275e+17,2.0051874055790938e+17,2.0055458858839373e+17,2.0059064344401626e+17,2.0062683476690666e+17
3.0333333333333337,2e+17,2e+17,2e+17,2.000000000000468e+17,2.000000000229025e+17,2.000000010240339e+17,2.0000001332918816e+17,2.0000008449628234e+17,2.0000033952170307e+17,2.0000100366703683e+17,2.0000238964807485e+17,2.000048572052642e+17,2.0000876483259686e+17,2.00014429493213e+17,2.000221012148569e+17,2.000319525052025e+17,2.0004407913145405e+17,2.0005850805715856e+17,2.0007520892714723e+17,2.000941065215712e+17,2.001150925850934e+17,2.00138036199116e+17,2.001627923816705e+17,2.0018920891317322e+17,2.0021713155343853e+17,2.002464078869046e+17,2.00276890047412e+17,2.0030843655745334e+17,2.0034091348635088e+17,2.0037419509722934e+17,2.0040816411930672e+17,2.0044271175247178e+17,2.0047773748623958e+17,2.0051314879495936e+17,2.0054886075513712e+17,2.0058479561830336e+17,2.0062088236336106e+17
3.036666666666667,2e+17,2e+17,2e+17,2.0000000000004106e+17,2.0000000002073498e+17,2.000000009449255e+17,2.000000124590782e+17,2.000000797199213e+17,2.0000032259680614e+17,2.0000095892117078e+17,2.0000229330096682e+17,2.000046785010308e+17,2.0000846840064083e+17,2.0001397816033683e+17,2.0002145865512973e+17,2.00031085379069e+17,2.000429585904514e+17,2.0005711063544058e+17,2.0007351691465898e+17,2.000921079387104e+17,2.0011278087576064e+17,2.0013540974284134e+17,2.0015985390493578e+17,2.0018596485991674e+17,2.002135914572227e+17,2.0024258377304874e+17,2.0027279588247443e+17,2.003040877553825e+17,2.0033632647489597e+17,2.0036938694429965e+17,2.0040315221644906e+17,2.0043751355112973e+17,2.0047237028167603e+17,2.0050762955244013e+17,2.0054320597302413e+17,2.0057902122296586e+17,2.0061500363119747e+17
3.04,2e+17,2e+17,2e+17,2.0000000000003603e+17,2.0000000001876803e+17,2.0000000087175814e+17,2.0000001164386298e+17,2.0000007520297312e+17,2.000003064778105e+17,2.0000091606996688e+17,2.000022006233043e+17,2.0000450597687546e+17,2.0000818135264106e+17,2.0001353999828384e+17,2.0002083348920205e+17,2.000302401491611e+17,2.0004186457985693e+17,2.0005574438206867e+17,2.0007186060837258e+17,2.000901494204473e+17,2.001105133529291e+17,2.001328313205476e+17,2.0015696701285606e+17,2.001827756349694e+17,2.002101091249236e+17,2.0023882005633846e+17,2.0026876445588544e+17,2.0029980375430224e+17,2.00331806063889e+17,2.0036464694448237e+17,2.003982097893296e+17,2.004323859347654e+17,2.004670745741737e+17,2.005021825375063e+17,2.0053762398229264e+17,2.0057332003007008e+17,2.0060919837292173e+17
3.0433333333333334,2e+17,2e+17,2e+17,2.000000000000316e+17,2.0000000001698358e+17,2.0000000080409923e+17,2.000000108802085e+17,2.0000007093197514e+17,2.0000029112833424e+17,2.0000087503800016e+17,2.000021114849001e+17,2.0000433943575632e+17,2.0000790341796474e+17,2.000131146617195e+17,2.0002022530083818e+17,2.0002941633587043e+17,2.0004079656666794e+17,2.0005440872192013e+17,2.000702394026831e+17,2.0008823034200416e+17,2.0010828938315872e+17,2.0013030029955683e+17,2.0015413108170912e+17,2.0017964063048608e+17,2.002066839702535e+17,2.0023511617656026e+17,2.0026479523696346e+17,2.0029558405557994e+17,2.003273517884438e+17,2.0035997466763456e+17,2.003933364429557e+17,2.004273285434556e+17,2.004618500384015e+17,2.0049680745862518e+17,2.0053211452416784e+17,2.0056769181237213e+17,2.0060346639145757e+17
3.046666666666667,2e+17,2e+17,2e+17,2.000000000000277e+17,2.0000000001536506e+17,2.0000000074154666e+17,2.0000001016497488e+17,2.0000006689412755e+17,2.000002765135379e+17,2.000008357526349e+17,2.000020257598104e+17,2.000041786863402e+17,2.000076343329985e+17,2.0001270181337776e+17,2.0001963368261165e+17,2.0002861346882954e+17,2.000397540272746e+17,2.0005310308918198e+17,2.0006865270102576e+17,2.0008635008723437e+17,2.0010610834113408e+17,2.0012781605474662e+17,2.001513454947243e+17,2.0017655924495632e+17,2.0020331541264557e+17,2.002314715786221e+17,2.0026088769957203e+17,2.0029142816457962e+17,2.0032296318715363e+17,2.0035536968660794e+17,2.0038853178487773e+17,2.0042234101940134e+17,2.0045669635076554e+17,2.004915040256445e+17,2.0052667734092794e+17,2.005621363433807e+17,2.0059780749020675e+17
3.0500000000000003,2e+17,2e+17,2e+17,2.000000000000243e+17,2.000000000138974e+17,2.0000000068372666e+17,2.0000000949520528e+17,2.0000006307726275e+17,2.0000026260006374e+17,2.000007981439312e+17,2.0000194332621232e+17,2.0000402354286035e+17,2.000073738409976e+17,2.0001230112391283e+17,2.000190582357683e+17,2.000278310867928e+17,2.0003873644736256e+17,2.0005182692727658e+17,2.0006709991582454e+17,2.0008450804859344e+17,2.001039696096556e+17,2.0012537796855926e+17,2.0014860964210714e+17,2.001735308832417e+17,2.0020000287730138e+17,2.0022788571260966e+17,2.002570413221819e+17,2.0028733559072826e+17,2.0031863980215997e+17,2.003508315773193e+17,2.0038379542525994e+17,2.0041742300699818e+17,2.0045161318947795e+17,2.0048627194985994e+17,2.0052131217596902e+17,2.005566533974196e+17,2.005922214731085e+17
3.0533333333333337,2e+17,2e+17,2e+17,2.000000000000213e+17,2.000000000125669e+17,2.0000000063029187e+17,2.00000008868116e+17,2.00000059469816e+17,2.0000024935597782e+17,2.0000076214455386e+17,2.0000186406628406e+17,2.0000387382497715e+17,2.0000712169193792e+17,2.0001191227175312e+17,2.0001849857009085e+17,2.0002706873751808e+17,2.0003774332181555e+17,2.0005057968878704e+17,2.0006558046844086e+17,2.0008270362710925e+17,2.0010187257962992e+17,2.0012298543100957e+17,2.0014592292106262e+17,2.0017055495661194e+17,2.0019674579523766e+17,2.002243580338405e+17,2.0025325558793165e+17,2.0028330584758096e+17,2.0031438117922074e+17,2.003463599188201e+17,2.0037912697695053e+17,2.004125741529057e+17,2.0044660023462557e+17,2.0048111094408128e+17,2.005160187738693e+17,2.0055124274968925e+17,2.005867081446987e+17
3.0566666666666666,2e+17,2e+17,2e+17,2.0000000000001866e+17,2.0000000001136106e+17,2.0000000058091968e+17,2.0000000828108666e+17,2.000000560607973e+17,2.0000023675071334e+17,2.0000072768968454e+17,2.0000178786608858e+17,2.0000372935764147e+17,2.000068776423702e+17,2.0001153494295667e+17,2.0001795430376474e+17,2.000263259776489e+17,2.0003677415461802e+17,2.0004936083538224e+17,2.0006409378912093e+17,2.0008093623235123e+17,2.0009981665005888e+17,2.001206378396919e+17,2.0014328473581738e+17,2.0016763088277978e+17,2.0019354360333142e+17,2.0022088800291805e+17,2.0024952998468758e+17,2.002793384528851e+17,2.0031018686777718e+17,2.003419542933651e+17,2.0037452605555066e+17,2.0040779410611613e+17,2.0044165716823712e+17,2.004760207226987e+17,2.0051079688045302e+17,2.0054590417632816e+17,2.005812673101679e+17
3.06,2e+17,2e+17,2e+17,2.0000000000001635e+17,2.0000000001026838e+17,2.0000000053531037e+17,2.0000000773165114e+17,2.0000005283976467e+17,2.0000022475501667e+17,2.0000069471693603e+17,2.0000171461545952e+17,2.0000358997096086e+17,2.0000664145527674e+17,2.0001116883106896e+17,2.0001742506324506e+17,2.0002560237259744e+17,2.0003582845875798e+17,2.000481698377416e+17,2.000626393169429e+17,2.0007920528239894e+17,2.0009780122802787e+17,2.0011833459978592e+17,2.0014069449764042e+17,2.0016475808593475e+17,2.001903957443642e+17,2.0021747508578355e+17,2.002458640051021e+17,2.002754329286433e+17,2.0030605642102e+17,2.0033761428648e+17,2.003699922794826e+17,2.004030825180223e+17,2.0043678367435024e+17,2.004710010017474e+17,2.0050564624285322e+17,2.005406374544733e+17,2.0057589877541968e+17
3.0633333333333335,2e+17,2e+17,2e+17,2.000000000000143e+17,2.0000000000927856e+17,2.0000000049318563e+17,2.00000007217489e+17,2.0000004979679824e+17,2.000002133408951e+17,2.0000066316626947e+17,2.0000164420789056e+17,2.0000345550006864e+17,2.0000641289993043e+17,2.0001081363698195e+17,2.000169104831249e+17,2.0002489749642813e+17,2.000349057561302e+17,2.000470061754798e+17,2.0006121649976346e+17,2.0007751020380966e+17,2.0009582572869296e+17,2.0011607512406122e+17,2.0013815162486323e+17,2.001619359967757e+17,2.0018730166706483e+17,2.0021411875376752e+17,2.0024225714667136e+17,2.0027158880117555e+17,2.0030198939595424e+17,2.0033333948702803e+17,2.0036552527005718e+17,2.003984390424847e+17,2.004319794390773e+17,2.004660514989724e+17,2.0050056660957414e+17,2.005354423623201e+17,2.005706023471276e+17
3.066666666666667,2e+17,2e+17,2e+17,2.000000000000125e+17,2.0000000000838214e+17,2.00000000454287e+17,2.0000000673641712e+17,2.000000469224759e+17,2.000002024815663e+17,2.0000063297991363e+17,2.0000157654042707e+17,2.0000332578499536e+17,2.0000619175175632e+17,2.0001046906879565e+17,2.0001641020600502e+17,2.000242109317422e+17,2.0003400557743952e+17,2.0004586933707117e+17,2.000598247941638e+17,2.0007585043158544e+17,2.0009388957526733e+17,2.0011385883288096e+17,2.0013565554289827e+17,2.001591640525421e+17,2.0018426082615158e+17,2.0021081848363974e+17,2.002387089117915e+17,2.0026780560118006e+17,2.0029798535346326e+17,2.003291294872759e+17,2.0036112465154013e+17,2.0039386333589747e+17,2.0042724415067088e+17,2.0046117193389203e+17,2.0049555773055302e+17,2.0053031867918173e+17,2.0056537783279206e+17
